age_group,option,count,pct
18-22 岁,B. 有时,14,48.3
18-22 岁,A. 经常,7,24.1
18-22 岁,C. 很少,4,13.8
18-22 岁,D. 几乎没有,4,13.8
23-26 岁,B. 有时,19,73.1
23-26 岁,C. 很少,3,11.5
23-26 岁,D. 几乎没有,2,7.7
23-26 岁,A. 经常,2,7.7
27-30 岁,B. 有时,11,64.7
27-30 岁,C. 很少,4,23.5
27-30 岁,A. 经常,2,11.8
30 岁以上,B. 有时,24,75.0
30 岁以上,C. 很少,7,21.9
30 岁以上,A. 经常,1,3.1
