age_group,option,count,pct
18-22 岁,C. 每月 1-3 次,13,44.8
18-22 岁,B. 每周 1-2 次,10,34.5
18-22 岁,D. 很少,4,13.8
18-22 岁,A. 每周 3 次及以上,2,6.9
23-26 岁,C. 每月 1-3 次,11,42.3
23-26 岁,B. 每周 1-2 次,11,42.3
23-26 岁,D. 很少,2,7.7
23-26 岁,E. 几乎没有,1,3.8
23-26 岁,A. 每周 3 次及以上,1,3.8
27-30 岁,B. 每周 1-2 次,11,64.7
27-30 岁,C. 每月 1-3 次,4,23.5
27-30 岁,A. 每周 3 次及以上,1,5.9
27-30 岁,D. 很少,1,5.9
30 岁以上,C. 每月 1-3 次,14,43.8
30 岁以上,B. 每周 1-2 次,14,43.8
30 岁以上,A. 每周 3 次及以上,3,9.4
30 岁以上,D. 很少,1,3.1
