age_group,option,count,pct
18-22 岁,A. 几乎每天使用,21,72.4
18-22 岁,B. 每周 3-5 次,6,20.7
18-22 岁,C. 每周 1-2 次,1,3.4
18-22 岁,D. 偶尔使用,1,3.4
23-26 岁,A. 几乎每天使用,15,57.7
23-26 岁,B. 每周 3-5 次,7,26.9
23-26 岁,C. 每周 1-2 次,4,15.4
27-30 岁,A. 几乎每天使用,11,64.7
27-30 岁,B. 每周 3-5 次,6,35.3
30 岁以上,B. 每周 3-5 次,14,43.8
30 岁以上,A. 几乎每天使用,12,37.5
30 岁以上,C. 每周 1-2 次,5,15.6
30 岁以上,D. 偶尔使用,1,3.1
