age_group,option,count,pct
18-22 岁,B. 偶尔遇到,17,58.6
18-22 岁,E. 没用过类似 AI / 攻略工具,4,13.8
18-22 岁,A. 经常遇到,4,13.8
18-22 岁,D. 没遇到过,2,6.9
18-22 岁,C. 很少遇到,2,6.9
23-26 岁,C. 很少遇到,11,42.3
23-26 岁,B. 偶尔遇到,9,34.6
23-26 岁,A. 经常遇到,3,11.5
23-26 岁,E. 没用过类似 AI / 攻略工具,2,7.7
23-26 岁,D. 没遇到过,1,3.8
27-30 岁,B. 偶尔遇到,9,52.9
27-30 岁,C. 很少遇到,4,23.5
27-30 岁,A. 经常遇到,3,17.6
27-30 岁,E. 没用过类似 AI / 攻略工具,1,5.9
30 岁以上,B. 偶尔遇到,15,46.9
30 岁以上,C. 很少遇到,13,40.6
30 岁以上,D. 没遇到过,2,6.2
30 岁以上,A. 经常遇到,1,3.1
30 岁以上,E. 没用过类似 AI / 攻略工具,1,3.1
